nid,categorie,titre,informations,contenu,lat,long,loc_x,loc_y,uuid
75,"Patrimoine bâti","Édifice Jacques-Parizeau – Caisse de dépôt et placement du Québec","L’édifice Jacques-Parizeau (1000, place Jean-Paul-Riopelle), hôte de la Caisse de dépôt et placement du Québec, est une véritable icône de l’architecture contemporaine montréalaise et un haut lieu financier du Québec.","L’autoroute Ville-Marie, qui devait être construite en hauteur à l’emplacement de la rue de la Commune, est finalement creusée dans l’emprise de l’ancien ruisseau Saint-Martin, au nord du Vieux-Montréal. Nommée initialement autostrade est-ouest, elle est construite entre 1966 et 1975. Une cicatrice urbaine (autoroute en tranchée, terrains vacants) est bien visible jusqu’au tournant des années 2000 lorsque le Quartier international de Montréal, organisme privé à but non lucratif, amorce la revitalisation du secteur.

L’édifice est érigé au-dessus de l’autoroute Ville-Marie, ce qui a représenté un défi technique considérable. Inauguré en 2002, il est critiqué pour son cout de 418 millions de dollars. Décrit comme un gratte-ciel horizontal, il se démarque par son Parquet, un atrium de neuf étages rappelant un navire. La salle d’arbitrage, où les cambistes exécutent leurs transactions bancaires, est suspendue dans le vide. Le projet inclut trois bâtiments patrimoniaux judicieusement incorporés à la construction. L’imposant atrium demeure l’un des lieux les plus convoités à Montréal pour le tournage de films.

L’édifice porte le nom de Jacques-Parizeau depuis 2016. Il a été renommé en hommage à cet ex-premier ministre du Québec pour sa contribution exceptionnelle à l’économie du Québec et pour la création de la Caisse de dépôt et placement du Québec dont le principal bureau d’affaires loge sur les lieux.
",45.5021097,-73.5623516,299927.4,5040245,"4887a4b4-9c05-4832-b33c-74cf07ef3d9d"
47,"Patrimoine bâti","Le siège social de Bell Telephone","En 1929, la compagnie Bell Téléphone érige son nouveau siège social sur la côte du Beaver Hall. L’édifice devient le nouveau point de repère entre la vieille ville et la New Town.","En 1929, la compagnie Bell Téléphone érige son nouveau siège social sur la côte du Beaver Hall. L’édifice devient le nouveau point de repère entre la vieille ville et la New Town.

En 1929, la compagnie Bell Téléphone érige son nouveau siège social sur la côte du Beaver Hall, à l’emplacement de l’église St. Andrew, fermée depuis 1918. Le secteur a perdu sa vocation résidentielle et toutes les églises du Church Corner sont fermées ou ont été transformées au cours des dernières années. L’édifice Bell Telephone, ou Beaver Hall Building, est l’œuvre de l’architecte Ernest Isbell Barott (1050, côte du Beaver Hall). Le style du gratte-ciel, haut de 22 étages, rappelle la Renaissance du 15e siècle. Construit en acier, avec dalles et piliers d’appui en béton, il est habillé de calcaire. Les retraits par palier (retrait de 20 pieds au-dessus du 9e étage et de 15 pieds au-dessus du 16e étage) respectent la règlementation municipale en vigueur depuis 1924, soit celle du Set Back.

L’édifice Bell Telephone est un exemple de la troisième génération de gratte-ciels (1924-1939). Il marque le renouveau de la côte du Beaver Hall et confirme le déplacement du quartier des affaires vers la New Town. En 1931, Bell y ouvre le musée du téléphone au 20e étage, qui y demeurera jusque dans les années 1980.
",45.5022235,-73.5647602,299739.2,5040257.8,"f6a2edf6-506c-443d-aeaf-b6b0dde79d79"
76,"Patrimoine bâti","La basilique de Saint-Patrick","Inaugurée en 1847, la basilique de Saint-Patrick est la plus ancienne église catholique romaine d’expression anglaise de la ville. Elle est le principal monument et chef-d’œuvre religieux de la communauté irlandaise.","La communauté irlandaise, qui croît rapidement en raison des vagues d’immigration, obtient en 1842 la permission des Sulpiciens de construire sa propre église. La première messe a lieu le 17 mars 1847, jour de la Saint-Patrick. Succursale de la paroisse Notre-Dame jusqu’en 1884, la paroisse Saint-Patrick est érigée canoniquement par Mgr Fabre en 1884 tout en continuant de relever de la paroisse Notre-Dame. Ce n’est qu’en 1905 que la fabrique de la paroisse Notre-Dame vend le lot ainsi que tous les bâtiments qui y sont construits à la fabrique Saint-Patrick. L’église (460, boulevard René-Lévesque Ouest) est construite par deux francophones, l’arpenteur-géomètre Pierre-Louis Morin et le père Félix Martin, jésuite fondateur du collège Sainte-Marie spécialisé dans la restauration d’églises gothiques. Elle est reconnue comme un exemple précoce du style néogothique au Canada. Son originalité tient au fait qu’elle s’inspire de deux sources : l’architecture québécoise traditionnelle et l’architecture du Moyen- ge français. La décoration intérieure s’échelonne sur une période de 75 ans, de Victor Bourgeau en 1848 à Guido Nincheri en 1922. Le bâtiment traduit une partie de l’histoire de Montréal.

L’église Saint-Patrick est élevée au rang de basilique mineure par le Vatican en 1989, ce qui explique le changement de son nom au fil du temps.
 
",45.5035657,-73.5648139,299735.1,5040407,"41ac0d3a-6e43-43cc-8f1f-2a9756295bbe"
77,"Patrimoine bâti","Le quartier de l’imprimerie ou Paper Hill","Situé entre la rue Saint-Antoine, le boulevard René-Lévesque Ouest, la côte du Beaver Hall et la rue de Bleury, le Paper Hill rassemblait jadis des bâtiments liés à l’industrie de l’imprimerie.","Situé entre la rue Saint-Antoine, le boulevard René-Lévesque Ouest, la côte du Beaver Hall et la rue de Bleury, le Paper Hill rassemblait jadis des bâtiments liés à l’industrie de l’imprimerie. Ce secteur à la topographie accidentée s’étendait jusqu’au Vieux-Montréal et regroupait les principaux journaux de la ville (Montreal Star, The Gazette, La Presse). Les bâtiments industriels représentatifs du quartier de l’imprimerie sont les édifices Gillette (1085, rue Saint-Alexandre), Read (420, rue De La Gauchetière Ouest), Wilson (1061, rue Saint-Alexandre), Unity (454, rue De La Gauchetière Ouest) et Southam (1070, rue de Bleury). L’édifice Unity est classé monument historique sous le nom de Unity Building par le gouvernement du Québec et comme immeuble de valeur patrimoniale exceptionnelle par la Ville de Montréal. Il est l’un des premiers immeubles montréalais à avoir adopté la dalle de béton de plancher. De plus, son traitement formel laisse voir une certaine influence de l’école de Chicago, mouvement précurseur des gratte-ciels du 20e siècle.

Depuis le début des années 2000, l’effervescence du marché immobilier entraine la reconversion de plusieurs anciens édifices industriels et de bureaux du secteur en habitations.
 
",45.5032734,-73.5635653,299832.6,5040374.4,"d6860fe1-e6b5-4723-919b-c178222b5454"
48,"Patrimoine bâti","Les magasins Henry Birks","En 1894, Henry Birks and Sons quitte la rue Saint-Jacques et inaugure, au square Phillips, la plus grande bijouterie en Amérique du Nord.","En 1894, Henry Birks and Sons quitte la rue Saint-Jacques et inaugure, au square Phillips, la plus grande bijouterie en Amérique du Nord. Le nouvel édifice (1240, rue du Square-Phillips), qui inclut des ateliers d’orfèvrerie et d’horlogerie, est conçu par l’architecte Edward Maxwell. Il est de forme arrondie et sa façade est en grès beige du Nouveau-Brunswick. En 1912, le joailler fait construire l’édifice New Birks (620-636, rue Cathcart), à l’angle sud-ouest du square Phillips. Ce gratte-ciel de seconde génération respecte le règlement municipal en vigueur entre 1901 et 1923, qui limite la hauteur des édifices commerciaux à dix étages (130 pieds). La caractéristique la plus remarquable du New Birks Building est la corniche proéminente qui lui donne une allure de palais florentin. À l’époque, l’édifice présentait aussi une majestueuse arcade, disparue lors de la rénovation du rez-de-chaussée en 1973.
",45.5036193,-73.5691953,299392.7,5040413.2,"a2b83e82-b909-44fe-98f2-a4985c1c1c27"
49,"Patrimoine bâti","Les anciennes vespasiennes","Des vespasiennes (toilettes publiques) ont été installées dans plusieurs squares de Montréal au cours des années 1930, dans le contexte de la crise économique et des travaux de chômage lancés par le maire de Montréal, Camillien Houde.","Des vespasiennes (toilettes publiques) ont été installées dans plusieurs squares de Montréal au cours des années 1930, dans le contexte de la crise économique et des travaux de chômage lancés par le maire de Montréal de l’époque, Camillien Houde. L’administration municipale du maire, en poste entre 1928 et 1932, met en place des commissions de chômage pour endiguer la crise. C’est aussi à cette époque que seront construits plusieurs marchés et bains publics. L’appellation vespasienne fait référence à l’empereur Vespasien (69-79), initiateur des urinoirs publics de Rome. Montréal aura son propre empereur : les vespasiennes seront communément appelées « les camilliennes »! Les vespasiennes du square Phillips et de la place d’Armes ont été conçues par l’architecte Jean-Omer Marchand au début des années 1930. Celles du square Phillips ont été remblayées, mais on en a conservé des éléments extérieurs de la structure tels les cheminées d’aération et les murs des puits d’escalier.
",45.5038232,-73.5688949,299416.2,5040435.8,"1fe916a3-c294-4de4-b798-f6a2ece689fe"
78,"Patrimoine bâti","La cathédrale Christ Church","La cathédrale anglicane Christ Church (635, rue Sainte-Catherine Ouest) accueille la plus ancienne congrégation anglophone de Montréal. Elle constitue un exemple remarquable d’architecture néogothique ornementée.","Première église à s’établir dans la rue Saint-Catherine (635, rue Sainte-Catherine Ouest), la Christ Church accueille la plus ancienne congrégation anglophone de Montréal. Elle incarne la volonté des institutions religieuses de se positionner stratégiquement en fonction des mouvements de la population qui se déplace vers la New Town. Construite de 1857 à 1859, la cathédrale est un modèle remarquable de l’architecture religieuse britannique de cette époque, le néogothique, un style popularisé par la Cambridge Camden Society, une organisation étudiante promouvant l’architecture gothique. L’édifice de pierre grise est garni d’une longue flèche inspirée de celle de Salisbury, en Angleterre, et située à la croisée des transepts. Ses ouvertures en forme d’ogive, ses contreforts, ses pinacles à fleurons (pilier dont le sommet en pointe est orné de feuillages sculptés dans la pierre) et ses gargouilles sont aussi représentatifs de ce style architectural. Trop lourde et risquant de s’effondrer, la flèche sera retirée en 1927. Elle sera remplacée, en 1940, par une structure d’aluminium revêtue de plaques d’aluminium oxydées et moulées imitant la pierre. À l’origine, la cathédrale domine entièrement l’environnement du square Phillips, composé alors de terres non loties et de terrasses d’habitations. Le monument Fulford, dédié à Mgr Francis Fulford, premier évêque anglican de Montréal, est érigé sur la portion est du terrain de l’église en 1870. Il est alors considéré comme l’un des plus élégants du pays. En 1987, à l’occasion de la construction du centre commercial souterrain des Promenades Cathédrale, l’église est suspendue dans le vide, uniquement soutenue par des pilotis. L’église est classée monument historique par le gouvernement du Québec en 1988 et est considérée par la Ville de Montréal comme un bâtiment de valeur patrimoniale exceptionnelle.
",45.5036729,-73.5700241,299328,5040419.2,"68d05487-8aa5-47cb-ac41-b442d5cac5c8"
79,"Patrimoine bâti","Le Palais de Cristal ou Crystal Palace de Montréal","Le Palais de Cristal de Montréal, inspiré du Crystal Palace de Londres, est un lieu d’exposition. Oeuvre de l’architecte John Williams Hopkins, il fut inauguré par le prince de Galles en 1860, au cœur de la New Town.","Le Palais de Cristal de Montréal est un palais d’exposition inspiré du Crystal Palace de Londres. Œuvre de l’architecte John Williams Hopkins, il fut inauguré par le prince de Galles, en 1860, au cœur de la New Town. À l’origine, ce vaste hall de fer, de verre et de brique a été conçu pour accueillir l’Exposition agricole et industrielle de Montréal. Il prend alors place dans la rue Sainte-Catherine. En 1878, le bâtiment est démonté et déplacé sur le site actuel du parc Jeanne-Mance. Dès 1880, l’endroit accueille des matchs de hockey des étudiants de l’Université McGill. C’est l’une des premières patinoires intérieures de Montréal. La plus ancienne photographie de joueurs de hockey y aurait été prise, en 1881, par George Charles Arless. Le palais est détruit par un incendie en 1896.

En 1921, le magnifique théâtre Palace sera construit sur son emplacement d’origine et demeurera en activité jusqu’en 2000. La ruelle située entre les rues Sainte-Catherine et Cathcart, nommée la ruelle Palace, rappelle la présence du palais de verre ainsi que celle du théâtre.
 
",45.5025741,-73.5702614,299309.3,5040297.1,"cf81628b-eaa3-44b8-adf0-fe30b373e8e5"
51,"Patrimoine bâti","Le gigantisme et les ambitions du Canadien National","De 1910 à 1960, des compagnies de chemins de fer, qui seront nationalisées sous le nom de Canadien National, imaginent un développement ferroviaire d’envergure internationale qui contribuera à redéfinir le centre-ville et le Montréal moderne.","Au début du 20e siècle, le Canadien Pacifique (CP) et le Canadian Northern Railway (CNoR) se livrent une vive compétition pour développer les infrastructures transcontinentales de chemins de fer. Le CP, qui s’allie au Grand Trunk Pacific, filiale du Grand Trunk Railway, empêche le Canadian Northern Railway d’accéder au centre-ville de Montréal. Le CNoR imagine alors une solution originale : la construction d’un tunnel sous le mont Royal. Le tunnel traverse le mont Royal, de l’avenue McGill College depuis la rue Cathcart, jusqu’à la Ville de Mont-Royal, développée en raison de ce projet.

Le projet Tunnel and Terminal vise aussi à construire une gare ferroviaire ainsi que quatre vastes immeubles multifonctionnels dans un ensemble monumental. Le projet immobilier, inachevé du fait des répercussions de la Première Guerre mondiale, est relancé en 1929. Entretemps, le gouvernement canadien fusionne le CNoR et les Chemins de fer nationaux du Canada puis, plus tard, le Grand Trunk Railway pour former le Canadien National.

La vision globale du projet se déploiera au cours des trois décennies qui suivront et culminera avec la construction, entre 1959 et 1967, de la Place Ville Marie et de la Place-Bonaventure. Des tours de bureaux, des halls d’exposition, un hôtel, une gare, une galerie marchande, une esplanade et un réseau souterrain multifonctionnel caractérisent ce vaste complexe.
",45.5010297,-73.5691617,299395.1,5040125.4,"3d0b172c-5aef-4fa3-8f17-f74dced5f3ee"
52,"Patrimoine bâti","La Place Ville-Marie, épicentre de la modernité","Projet de construction mené par le promoteur américain William Zeckendorf à la demande du Canadien National, la Place Ville Marie est, depuis 1962, le symbole de la modernité montréalaise, épicentre du centre-ville et de la ville souterraine.","Le projet de la Place Ville Marie voit le jour à la demande du Canadien National (CN). Il est mené par le promoteur américain William Zeckendorf auquel le CN fait appel. Deux architectes de renom travaillent aux esquisses de la Place Ville Marie, soit Ieoh Ming Pei (à qui l’on doit la célèbre pyramide du Louvre) et Henry N. Cobb. Cette œuvre immobilière achève la planification du réseau du Canadien National, un projet, rappelons-le, d’abord imaginé par l’une des entreprises ferroviaires que le gouvernement canadien avait fusionnées en 1919, la Canadian Northern Railway. La Place Ville Marie comprend quatre édifices, une esplanade, une galerie marchande et un réseau souterrain relié à l’hôtel Fairmont Le Reine Elizabeth et à la gare Centrale. La tour cruciforme de la Place Ville Marie, revêtue d’aluminium Alcan, marque un virage majeur dans l'architecture de la métropole québécoise : elle introduit Montréal dans la modernité et confirme le statut du nouveau cœur du quartier des affaires. Dès son inauguration, la Place Ville Marie devient l'un des plus grands complexes commerciaux au monde.

La forme en croix est privilégiée, car elle permet de capter le maximum de lumière naturelle possible. Pour Henry N. Cobb, l’un des concepteurs, les deux principales sources d’inspiration de l’œuvre sont deux grands architectes : Le Corbusier, pour la forme de la tour, et Mies Van der Rohe, pour le revêtement. Le gyrophare, placé au sommet de la tour, éclaire le ciel montréalais. C’est le symbole de la Banque Royale du Canada, l’un des principaux occupants de la Place Ville Marie. En raison de règlements d’urbanisme, aucun immeuble ne peut dépasser le mont Royal. La Place Ville Marie n’échappe pas à la règle, elle fait huit mètres de moins que la Montagne.
",45.5016022,-73.5687339,299428.6,5040189,"96eef62d-ef47-43c8-b508-9c62a0965f60"
81,"Patrimoine bâti","Les gratte-ciels postmodernistes de l’avenue McGill College","L’avenue McGill College présente une dizaine d’édifices et de gratte-ciels postmodernes, une architecture propre aux années 1980 et 1990. Ces constructions marquent le renouveau économique du centre-ville.","L’avenue McGill College présente une dizaine d’édifices et de gratte-ciels postmodernes, une architecture propre aux années 1980 et 1990. Ces constructions marquent le renouveau économique du centre-ville. Avec ses références historiques variées, McGill College illustre l’évolution indéniable du paysage construit montréalais. Les matériaux nobles et massifs des bâtiments évoquent la première génération des gratte-ciels. Les ornements évoquent les corniches, fausses mansardes et autres décorations des maisons victoriennes, alors que l’usage de la brique, si caractéristique de l’ère industrielle et des « plex » montréalais, fait un retour. La Tour L’Industrielle-Vie reprend l’arche de l’Édifice de la Banque Royale, les angles biseautés du Complexe Desjardins et le recul d’implantation de la Tour Telus (anciennement connue sous le nom de CIL House). Pour sa part, le basilaire de la Place Montréal Trust reprend l’échelle et le rythme de la Banque d’épargne, tandis que les escaliers font écho à ceux de l’ancien forum et son empreinte architecturale s’intègre à l’environnement par des formes et des matériaux variés.
",45.5028683,-73.5733634,299066.9,5040330,"0dc0eae7-b627-4201-97f9-aac747b6dad3"
82,"Patrimoine bâti","Le Centre Eaton de Peter Rose et la renaissance du centre-ville","La réalisation du Centre Eaton (705, rue Sainte-Catherine Ouest) fait partie d’une stratégie visant à redynamiser le commerce de détail qui, au tournant des années 1990, bat de l’aile au centre-ville de Montréal. Chaque année, le Centre Eaton accueille 30 millions de visiteurs.","La réalisation du Centre Eaton (705, rue Sainte-Catherine Ouest) fait partie d’une stratégie visant à redynamiser, au tournant des années 1990, le commerce de détail au centre-ville de Montréal. Chaque année, le Centre accueille 30 millions de visiteurs. Cette œuvre de l’architecte Peter Rose est considérée comme l’un des projets les plus ambitieux entrepris à Montréal depuis la construction de la Place Ville Marie, à la fin des années 1950. Elle comprend la rénovation de l’édifice Les Terrasses et la démolition d’un centre commercial alors existant. Le Centre Eaton s’inscrit avec harmonie dans la trame urbaine du quadrilatère et libère des percées visuelles dans l’ancienne rue Victoria, dans l’axe nord-sud. À l’intérieur des murs, l’espace est aménagé comme une rue, avec du mobilier et une perspective dégagée. Escaliers mécaniques et ascenseurs sont concentrés au centre d’un vaste atrium, surmonté d’une verrière cruciforme. Au moment de sa conception, les commerces sont disposés selon un ordre gradué, des plus abordables, aux étages inférieurs, aux plus luxueux, aux étages supérieurs. En 1991, le Centre Eaton remporte le prix d’excellence de l’Ordre des architectes du Québec.
",45.5028297,-73.5713893,299221.2,5040325.6,"8a287e95-8562-4237-b7b2-b030a01d9d8f"
83,"Patrimoine bâti","La Place-Mercantile et l’évolution de la pensée patrimoniale","En 1982, le projet de la Place-Mercantile (770, rue Sherbrooke Ouest) représente un moment-clé dans l’histoire de la protection du patrimoine bâti. Depuis, plutôt que de démolir les édifices anciens, on tente de les intégrer aux nouvelles structures, dans ce cas-ci, à une tour moderne.","En 1982, le projet de la Place-Mercantile (770, rue Sherbrooke Ouest) concorde avec un moment-clé de l’histoire de la protection du patrimoine bâti montréalais. Plutôt que de démolir systématiquement les édifices anciens, on tente maintenant de les intégrer aux nouvelles structures, dans ce cas-ci, à une tour moderne.

À l’origine, le projet devait intégrer des maisons du 19e siècle et deux édifices. Réalisé par les architectes David, Boulva et Cleve, le projet ne respectera pas les engagements pris, suscitant la controverse et le mécontentement dans la population. Les édifices MacKedie et Strathcona seront démolis. Leur façade respective sera toutefois reconstruite, mais avec certaines modifications. La maison Perrigo sera aussi démolie et seules les façades de trois autres constructions seront préservées. Un atrium central et un jardin d’hiver relient les édifices. L’ensemble est accessible par la rue Sherbrooke et l’avenue McGill College.
",45.5038984,-73.5742834,298995.1,5040444.6,"405b5659-18fe-4ea9-9a33-42347dcedd53"
53,"Patrimoine bâti","Les pavillons Morrice et Redpath Hall de l’Université McGill","Les pavillons Morrice (3485, rue McTavish) et Redpath (3459, rue McTavish) figurent parmi les plus expressifs de l’ensemble architectural du campus de l’Université McGill.","Les pavillons Morrice (3485, rue McTavish) et Redpath (3459, rue McTavish) figurent parmi les plus expressifs de l’ensemble architectural du campus de l’Université McGill. Ces édifices ont été construits à l’ouest du pavillon des Arts, à la fin du 19e siècle. Le pavillon Morrice, anciennement le Séminaire presbytérien, est d’inspiration néogothique, un style souvent associé à l’enseignement religieux. Cette œuvre de l’architecte A.C. Hutchison se distingue par sa tourelle, sa façade de pierre et ses fenêtres en ogive. La bibliothèque Redpath, d’inspiration romane, était considérée, au moment de sa construction en 1893, comme l’une des bibliothèques les plus avant-gardistes. Cette conception originale de Sir Arthur Taylor est dotée de rayons en acier et de planchers coupe-feu en verre. L’immeuble est richement orné de gargouilles, d’arches, de vitraux et des armoiries de la famille Redpath, une autruche tenant une clef.
",45.5041504,-73.5772781,298761.1,5040472.8,"a8e4d580-dcb2-4b76-aac3-5e7c364072a2"
54,"Patrimoine bâti","Les demeures bourgeoises du Mile carré doré et le « Ravescrag »","Le Golden Square Mile, une expression de l’écrivain Hugh MacLennan, désigne un secteur résidentiel d’un mille carré situé sur le flanc sud du mont Royal, où sont construites, entre 1850 et 1930, d’imposantes demeures bourgeoises.","Le Golden Square Mile, une expression de l’écrivain Hugh MacLennan, désigne un secteur résidentiel d’une superficie d’un mille carré situé sur le flanc sud du mont Royal et où sont construites, entre 1850 et 1930, d’imposantes demeures bourgeoises. Les luxueuses résidences sont la propriété de riches hommes d’affaires anglophones, surtout d’origine écossaise.

La villa Ravenscrag (835-1025, avenue des Pins Ouest), qui signifie « colline du corbeau », a été habitée par Hugh Allan, de 1863 à 1882, et par son fils Hugh Montagu Allan, de 1882 à 1940. Hugh Allan est le fondateur d’une compagnie connue sous le nom d’Allan Line.

Cette somptueuse demeure est érigée, entre 1861 et 1863, sur l’ancienne propriété de Simon McTavish, riche marchand de fourrures du 18e siècle. De style néo-renaissance italienne, la maison s’inspire du château d’Osborne, une résidence royale située en Angleterre. À l’origine, elle comporte 72 pièces et est équipée à la fine pointe de la technologie de l’époque en matière de plomberie et de chauffage. Une salle de bal, une serre et une écurie pour des chevaux contribuent à l’unicité des lieux.

La villa Ravenscrag a accueilli de nombreuses personnalités haut placées : rois, comtes, ducs, lords, ministres et autres. Jusqu’à tout récemment, elle hébergeait l’institut Allan Memorial, le département de psychiatrie du Centre de santé universitaire McGill.
",45.5058619,-73.5818553,298403.7,5040663.4,"75028fec-9300-4a3e-86fb-129a6075e8dd"
80,"Patrimoine bâti","Le musée McCord et l’histoire sociale de Montréal","David Ross McCord lègue sa collection personnelle d’objets, d’images et de documents à l’Université McGill en 1919, ce qui mènera, deux ans plus tard, à la fondation du McCord National Museum.","David Ross McCord lègue sa collection personnelle d’objets, d’images et de documents à l’Université McGill en 1919. Le 13 octobre 1921, le McCord National Museum ouvre ses portes dans un édifice que l’Université McGill a mis à sa disposition afin de présenter le lègue du collectionneur désireux de mettre en valeur l’histoire et les cultures de son pays.

En 1967, on entreprend la rénovation et l’agrandissement du McGill University Student’s Union Hall, conçu par l’architecte montréalais Percy E. Nobbs en 1906, afin de le transformer en musée. Inauguré en 1971, le musée McCord d’histoire canadienne est l’œuvre du grand bureau d’architectes Affleck, Desbarats, Dimakopoulos, Lebensold & Sise.

En 1988, on procède à de nouveaux travaux afin de doubler l’espace du musée et de l’équiper de laboratoires de préservation sophistiqués. L’institution muséale se trouve ainsi dotée des meilleures techniques de contrôle thermique existantes. Les travaux sont dirigés par les firmes d’architectes Jodoin, Lamarre, Pratte et LeMoyne, Lapointe, Magne.
 
",45.5043317,-73.5735887,299049.5,5040492.7,"2a26dedb-1ddb-41a2-962a-246cceb9c88a"
22,"Mémoire des lieux","Les immeubles et le parcours de l’homme d’affaires Jesse Joseph","L’homme d’affaires et consul Jesse Joseph, considéré comme l’un des fondateurs de la marine marchande canadienne, a aussi été l’un des plus grands développeurs immobiliers du Vieux-Montréal au 19e siècle.","L’homme d’affaires et consul Jesse Joseph (1817-1904), considéré comme l’un des fondateurs de la marine marchande canadienne, a aussi été un grand développeur immobilier du Vieux-Montréal dans les années 1850. Cet important propriétaire foncier, qui possèdera jusqu’à 21 édifices dans le quartier, a fait construire un ensemble de magasins-entrepôts sur la rue Le Moyne, à la fin des années 1850, et sur la rue McGill, autour des années 1880.

Sur la rue McGill, les immeubles de Joseph (100, 106, 110, 112, 116, 120, 122-124) sont occupés par des commerces, des grossistes et des exportateurs en produits laitiers, des confiseries, des chocolatiers et des manufactures de tabac. On y trouve également un entrepôt de la Compagnie de la Baie d’Hudson (voir l’inscription sur la corniche du numéro 100).

Joseph habitait une somptueuse résidence de la rue Sherbrooke nommée Dilcoosha. Elle a été démolie en 1955 pour être remplacée par la bibliothèque McLennan de l’Université McGill.
",45.4994252,-73.5551365,300491,5039946.3,"cc5ee6b1-d386-4793-9d12-4d6090e1658d"
19,"Mémoire des lieux","La première place publique de Montréal","Lors d’un court séjour dans la vallée du Saint-Laurent, en 1611, Samuel de Champlain choisit un site de campement aux abords du Saint-Laurent, le déboise et y fonde la place Royale.","Lors d’un court séjour dans la vallée du Saint-Laurent, en 1611, Samuel de Champlain choisit un site de campement aux abords du Saint-Laurent, au confluent de la petite rivière Saint-Pierre. Il le déboise et y fonde la place Royale. Les Sulpiciens, alors seigneurs de l’île, donnent en 1676 un terrain situé au cœur de la commune, là où se tient la foire des fourrures, pour qu’il soit transformé en place publique. En 1706, l’intendant Antoine-Denis Raudot change la vocation du lieu pour en faire la place du marché. À la fin du 18e siècle, cette place, qui comprend trente-huit étaux, devient le premier espace pavé de Montréal, et ce, grâce à une souscription publique. Quelques années plus tard, en 1803, un nouveau marché ouvre, la place du Marché-Neuf (aujourd’hui la place Jacques-Cartier). On démolit, en 1830, l’ancien marché pour faire place à la maison de la Douane qui sera érigée entre 1836 et 1838. Simple et élégant, le bâtiment de style néoclassique est réalisé selon les dessins de l'architecte John Ostell. Il demeure l’un des édifices les plus admirés du 19e siècle montréalais.

C’est en 1892, à l’occasion du 250e anniversaire de Montréal, que le lieu reprend le nom de place Royale.
",45.5032565,-73.5543036,300556.4,5040372,"e7d3d2bd-f31e-42d4-94ce-ce1b6fb8484a"
24,"Mémoire des lieux","L’incendie du parlement et la loi d’indemnisation des rébellions","En 1843, le Parlement du Canada-Uni déménage de Kingston à Montréal. Il occupe l’ancien bâtiment du marché Sainte-Anne construit en 1832 à la place D’Youville. Il sera le théâtre de graves émeutes.","En 1843, le Parlement du Canada-Uni déménage de Kingston à Montréal. Il occupe l’ancien bâtiment du marché Sainte-Anne construit en 1832 à la place D’Youville. Il sera le théâtre de graves émeutes. De fait, les rébellions de 1837 et 1838, qui opposent les patriotes francophones à l’armée britannique dans le Bas-Canada, causent beaucoup de dommages matériels, notamment à des propriétés privées. En 1849, sir Louis-Hippolyte Lafontaine propose un projet de loi d’indemnisation calqué sur une loi du Haut-Canada anglophone. Outre les réparations matérielles, il y voit un moyen symbolique de faire reconnaitre le droit à l’égalité des Canadiens français dans les deux Canada. Comme il indemnise aussi certains partisans des rebelles (seuls les coupables et les exilés en sont exclus), le projet de loi, improprement nommé bill, entraine de vifs mécontentements chez les citoyens anglophones, qui le perçoivent comme une prime à la déloyauté.

La Loi est adoptée en 1847, au lendemain des élections, et sera sanctionnée deux ans plus tard par le gouverneur général Lord Elgin. Le quotidien The Gazette appelle les opposants à manifester avec violence. Le 25 avril 1849, une émeute et un incendie éclatent au parlement pendant que siègent les députés. Le parlement est entièrement détruit, y compris les 22 000 volumes de sa bibliothèque, forçant les parlementaires à siéger en alternance à Toronto et à Québec. En 1857, la reine Victoria décide enfin de déplacer le parlement dans la petite ville d’Ottawa. Aucun édifice n’a été reconstruit sur le site de l’ancien parlement.
",45.5004573,-73.55598,300425.2,5040061,"b906bf7b-94fb-4780-9a2a-ddb4d21f10ea"
62,"Mémoire des lieux","La Grande Paix de Montréal","Le commerce des fourrures est florissant dans la Nouvelle-France du 17e siècle. Mais avant la Grande Paix de 1701, il sera aussi la cause de violents conflits opposant les nations autochtones et les colons européens.","Au début du 17e siècle, afin de prendre le contrôle du commerce des fourrures, Samuel de Champlain s’allie aux Hurons, aux Algonquins et aux Montagnais. Ces derniers s’opposent aux nations iroquoises qui sont soutenues par les Anglais et les Hollandais. Les Iroquois répliquent alors en s’attaquant aux établissements français situés dans la vallée du Saint-Laurent. En 1701, ne pouvant plus compter sur l’appui de leurs alliés, les Iroquois envoient quelque 1300 délégués provenant de plus d’une trentaine de nations pour négocier une trêve à Montréal. La Grande Paix mettra fin au conflit franco-iroquois. Les nations autochtones signataires affirment aussi leur neutralité advenant une guerre entre Français et Anglais et elles s’engagent à faire appel au gouverneur général comme médiateur en cas de conflit entre elles.

La Grande Paix est commémorée de plusieurs façons à Montréal, notamment par le belvédère du mont Royal. Rebaptisé en 1997, le belvédère Kondiaronk rend hommage à l’un des plus importants chefs de la nation des Hurons-Wendats qui a participé aux négociations ayant mené à la signature du traité.
 
",45.5015467,-73.5551727,300488.4,5040182,"e5d685dc-d112-463a-a97a-5fe2dd9dbfb9"
